
 Tumacacori NM 

   Date, Precipitation (in), Tmax (F), Tmin (F), Snow Depth On Ground (Inches),
   07/21/2010, 0.0, 97.0, 74.0, 0.0,
   07/22/2010, 0.02, 95.0, 69.0, 0.0,
   07/23/2010, 0.08, 89.0, 65.0, 0.0,
   07/24/2010, 0.06, 87.0, 65.0, 0.0,
   07/25/2010, 0.0, 95.0, 72.0, 0.0,
   07/26/2010, 0.0, 94.0, 74.0, 0.0,
   07/27/2010, 0.07, 90.0, 69.0, 0.0,
   07/28/2010, 0.74, 85.0, 68.0, 0.0,
   07/29/2010, 0.07, 89.0, 70.0, 0.0,
   07/30/2010, 1.29, 90.0, 65.0, 0.0,
   07/31/2010, 1.42, 87.0, 68.0, 0.0,
   08/01/2010, 0.0, 78.0, 64.0, 0.0,
   08/02/2010, 0.0, 87.0, 64.0, 0.0,
   08/03/2010, 0.0, 89.0, 63.0, 0.0,
   08/04/2010, 0.0, 95.0, 64.0, 0.0,
   08/05/2010, 0.0, 98.0, 66.0, 0.0,
   08/06/2010, 0.0, 99.0, 69.0, 0.0,
   08/07/2010, 0.2, 91.0, 67.0, 0.0,
   08/08/2010, 0.05, 88.0, 67.0, 0.0,
   08/09/2010, 0.0, 89.0, 66.0, 0.0,
   08/10/2010, 0.0, 92.0, 67.0, 0.0,
   08/11/2010, 0.0, 96.0, 67.0, 0.0,
   08/12/2010, 0.0, 97.0, 67.0, 0.0,
   08/13/2010, 0.0, 98.0, 68.0, 0.0,
   08/14/2010, 0.0, 98.0, 70.0, 0.0,
   08/15/2010, 0.0, 98.0, 70.0, 0.0,
   08/16/2010, 0.44, 97.0, 66.0, 0.0,
   08/17/2010, 0.0, 87.0, 70.0, 0.0,
   08/18/2010, 0.39, 92.0, 67.0, 0.0,
   08/19/2010, 0.0, 94.0, 66.0, 0.0,
   08/20/2010, 0.0, 96.0, 66.0, 0.0,
   08/21/2010, 0.0, 96.0, 71.0, 0.0,
   08/22/2010, 0.0, 90.0, 67.0, 0.0,
   08/23/2010, 0.0, 94.0, 69.0, 0.0,
   08/24/2010, 0.0, 98.0, 67.0, 0.0,
   08/25/2010, 0.42, 98.0, 67.0, 0.0,
   08/26/2010, 0.06, 90.0, 71.0, 0.0,
   08/27/2010, 0.03, 81.0, 67.0, 0.0,
   08/28/2010, 1.05, 85.0, 65.0, 0.0,
   08/29/2010, 0.0, 86.0, 67.0, 0.0,
   08/30/2010, 0.0, 86.0, 65.0, 0.0,
   08/31/2010, 0.0, 86.0, 64.0, 0.0,
   09/01/2010, 0.0, 89.0, 63.0, 0.0,
   09/02/2010, 0.0, 94.0, 58.0, 0.0,
   09/03/2010, 0.0, 96.0, 60.0, 0.0,
   09/04/2010, 0.0, 97.0, 62.0, 0.0,
   09/05/2010, 0.0, 95.0, 62.0, 0.0,
   09/06/2010, 0.0, 96.0, 67.0, 0.0,
   09/07/2010, 0.0, 91.0, 66.0, 0.0,
   09/08/2010, 0.0, 90.0, 65.0, 0.0,
   09/09/2010, 0.0, 89.0, 64.0, 0.0,
   09/10/2010, 0.0, 87.0, 51.0, 0.0,
   09/11/2010, 0.0, 89.0, 54.0, 0.0,
   09/12/2010, 0.0, 90.0, 55.0, 0.0,
   09/13/2010, 0.0, 95.0, 64.0, 0.0,
   09/14/2010, 0.0, 95.0, 62.0, 0.0,
   09/15/2010, 0.0, 95.0, 58.0, 0.0,
   09/16/2010, 0.0, 95.0, 60.0, 0.0,
   09/17/2010, 0.0, 97.0, 59.0, 0.0,
   09/18/2010, 0.0, 98.0, 60.0, 0.0,
   09/19/2010, 0.0, 99.0, 62.0, 0.0,
   09/20/2010, 0.0, 97.0, 70.0, 0.0,
   09/21/2010, 1.1, 94.0, 66.0, 0.0,
   09/22/2010, 0.1, 89.0, 67.0, 0.0,
   09/23/2010, 0.0, 76.0, 63.0, 0.0,
   09/24/2010, 0.0, 85.0, 57.0, 0.0,
   09/25/2010, 0.0, 91.0, 58.0, 0.0,
   09/26/2010, 0.0, 92.0, 61.0, 0.0,
   09/27/2010, 0.0, 90.0, 57.0, 0.0,
   09/28/2010, 0.0, 88.0, 59.0, 0.0,
   09/29/2010, 0.0, 90.0, 56.0, 0.0,
   09/30/2010, 0.0, 94.0, 58.0, 0.0,
   10/01/2010, 0.0, 97.0, 58.0, 0.0,
   10/02/2010, 0.0, 96.0, 59.0, 0.0,
   10/03/2010, 0.19, 96.0, 56.0, 0.0,
   10/04/2010, 0.03, 90.0, 62.0, 0.0,
   10/05/2010, 0.7, 83.0, 59.0, 0.0,
   10/06/2010, 0.18, 83.0, 58.0, 0.0,
   10/07/2010, 0.0, 81.0, 54.0, 0.0,
   10/08/2010, 0.0, 83.0, 46.0, 0.0,
   10/09/2010, 0.0, 82.0, 44.0, 0.0,
   10/10/2010, 0.0, 82.0, 42.0, 0.0,
   10/11/2010, 0.0, 82.0, 45.0, 0.0,
   10/12/2010, 0.0, 82.0, 47.0, 0.0,
   10/13/2010, 0.0, 84.0, 49.0, 0.0,
   10/14/2010, 0.0, 91.0, 54.0, 0.0,
   10/15/2010, 0.01, 89.0, 61.0, 0.0,
   10/16/2010, 0.42, 84.0, 50.0, 0.0,
   10/17/2010, 0.01, 80.0, 50.0, 0.0,
   10/18/2010, 0.0, 80.0, 49.0, 0.0,
   10/19/2010, 0.0, 77.0, 47.0, 0.0,
   10/20/2010, 0.0, 76.0, 54.0, 0.0,
   10/21/2010, 0.04, 68.0, 45.0, 0.0,
   10/22/2010, 0.0, 67.0, 44.0, 0.0,
   10/23/2010, 0.0, 70.0, 40.0, 0.0,
   10/24/2010, 0.0, 71.0, 41.0, 0.0,
   10/25/2010, 0.0, 77.0, 47.0, 0.0,
   10/26/2010, 0.0, 79.0, 45.0, 0.0,
   10/27/2010, 0.0, 79.0, 43.0, 0.0,
   10/28/2010, 0.0, 79.0, 43.0, 0.0,
   10/29/2010, 0.0, 85.0, 48.0, 0.0,
   10/30/2010, 0.0, 89.0, 46.0, 0.0,
   10/31/2010, 0.0, 83.0, 40.0, 0.0,
   11/01/2010, 0.0, 77.0, 48.0, 0.0,
   11/02/2010, 0.0, 78.0, 42.0, 0.0,
   11/03/2010, 0.0, 82.0, 46.0, 0.0,
   11/04/2010, 0.0, 83.0, 50.0, 0.0,
   11/05/2010, 0.0, 81.0, 42.0, 0.0,
   11/06/2010, 0.0, 81.0, 39.0, 0.0,
   11/07/2010, 0.0, 83.0, 39.0, 0.0,
   11/08/2010, 0.0, 83.0, 38.0, 0.0,
   11/09/2010, 0.0, 75.0, 44.0, 0.0,
   11/10/2010, 0.0, 66.0, 29.0, 0.0,
   11/11/2010, 0.0, 70.0, 31.0, 0.0,
   11/12/2010, 0.0, 66.0, 26.0, 0.0,
   11/13/2010, 0.0, 64.0, 29.0, 0.0,
   11/14/2010, 0.0, 70.0, 32.0, 0.0,
   11/15/2010, 0.0, 71.0, 31.0, 0.0,
   11/16/2010, 0.0, 68.0, 34.0, 0.0,
   11/17/2010, 0.0, 72.0, 35.0, 0.0,
   11/18/2010, 0.0, 72.0, 35.0, 0.0,
   11/19/2010, 0.0, 77.0, 36.0, 0.0,
   11/20/2010, 0.0, 76.0, 38.0, 0.0,
   11/21/2010, 0.0, 73.0, 44.0, 0.0,
   11/22/2010, 0.0, 63.0, 36.0, 0.0,
   11/23/2010, 0.0, 63.0, 30.0, 0.0,
   11/24/2010, 0.0, 65.0, 30.0, 0.0,
   11/25/2010, 0.0, 64.0, 20.0, 0.0,
   11/26/2010, 0.0, 64.0, 29.0, 0.0,
   11/27/2010, 0.0, 71.0, 35.0, 0.0,
   11/28/2010, 0.0, 57.0, 21.0, 0.0,
   11/29/2010, 0.0, 47.0, 13.0, 0.0,
   11/30/2010, 0.0, 57.0, 23.0, 0.0,
   12/01/2010, 0.0, 72.0, 30.0, 0.0,
   12/02/2010, 0.0, 74.0, 32.0, 0.0,
   12/03/2010, 0.0, 78.0, 36.0, 0.0,
   12/04/2010, 0.0, 77.0, 38.0, 0.0,
   12/05/2010, 0.0, 76.0, 36.0, 0.0,
   12/06/2010, 0.0, 79.0, 37.0, 0.0,
   12/07/2010, 0.0, 82.0, 35.0, 0.0,
   12/08/2010, 0.0, 68.0, 33.0, 0.0,
   12/09/2010, 0.0, 76.0, 35.0, 0.0,
   12/10/2010, 0.0, 79.0, 37.0, 0.0,
   12/11/2010, 0.0, 75.0, 36.0, 0.0,
   12/12/2010, 0.0, 73.0, 35.0, 0.0,
   12/13/2010, 0.0, 74.0, 37.0, 0.0,
   12/14/2010, 0.0, 80.0, 37.0, 0.0,
   12/15/2010, 0.0, 80.0, 35.0, 0.0,
   12/16/2010, 0.0, 72.0, 35.0, 0.0,
   12/17/2010, 0.07, 65.0, 36.0, 0.0,
   12/18/2010, 0.0, 62.0, 35.0, 0.0,
   12/19/2010, 0.0, 67.0, 36.0, 0.0,
   12/20/2010, 0.0, 74.0, 41.0, 0.0,
   12/21/2010, 0.0, 73.0, 41.0, 0.0,
   12/22/2010, 0.0, 73.0, 43.0, 0.0,
   12/23/2010, 0.17, 73.0, 43.0, 0.0,
   12/24/2010, 0.0, 58.0, 29.0, 0.0,
   12/25/2010, 0.0, nan, nan, 0.0,
   12/26/2010, 0.0, 72.0, 34.0, 0.0,
   12/27/2010, 0.0, 66.0, 35.0, 0.0,
   12/28/2010, 0.0, 61.0, 27.0, 0.0,
   12/29/2010, 0.0, 60.0, 31.0, 0.0,
   12/30/2010, 0.5, 58.0, 41.0, 0.0,
   12/31/2010, 0.09, 44.0, 25.0, 0.0,
   01/01/2011, 0.0, 45.0, 17.0, nan,
   01/02/2011, 0.0, 45.0, 17.0, nan,
   01/03/2011, 0.0, 65.0, 25.0, nan,
   01/04/2011, 0.0, 62.0, 23.0, nan,
   01/05/2011, 0.0, 56.0, 24.0, nan,
   01/06/2011, 0.0, 56.0, 25.0, nan,
   01/07/2011, 0.0, 69.0, 32.0, nan,
   01/08/2011, 0.0, 69.0, 26.0, nan,
   01/09/2011, 0.0, 57.0, 29.0, nan,
   01/10/2011, 0.0, 61.0, 28.0, nan,
   01/11/2011, 0.0, 62.0, 26.0, nan,
   01/12/2011, 0.0, 67.0, 31.0, nan,
   01/13/2011, 0.0, 68.0, 30.0, nan,
   01/14/2011, 0.0, 69.0, 29.0, nan,
   01/15/2011, 0.0, 66.0, 33.0, nan,
   01/16/2011, 0.0, 69.0, 30.0, nan,
   01/17/2011, 0.0, 71.0, 34.0, nan,
   01/18/2011, 0.0, 75.0, 34.0, nan,
   01/19/2011, 0.0, 77.0, 36.0, nan,
   01/20/2011, 0.0, 75.0, 36.0, nan,
   01/21/2011, 0.0, 69.0, 31.0, nan,
   01/22/2011, 0.0, 68.0, 32.0, nan,
   01/23/2011, 0.0, 73.0, 29.0, nan,
   01/24/2011, 0.0, 62.0, 26.0, nan,
   01/25/2011, 0.0, 66.0, 27.0, nan,
   01/26/2011, 0.0, 67.0, 24.0, nan,
   01/27/2011, 0.0, 64.0, 31.0, nan,
   01/28/2011, 0.0, 67.0, 30.0, nan,
   01/29/2011, 0.0, 70.0, 32.0, nan,
   01/30/2011, 0.0, 68.0, 30.0, nan,
   01/31/2011, 0.0, 68.0, 40.0, nan,
   02/01/2011, 0.0, 56.0, 28.0, nan,
   02/02/2011, 0.0, 58.0, 24.0, nan,
   02/03/2011, 0.0, 36.0, 13.0, nan,
   02/04/2011, 0.0, 34.0, 11.0, nan,
   02/05/2011, 0.0, 51.0, 21.0, nan,
   02/06/2011, 0.0, 64.0, 25.0, nan,
   02/07/2011, 0.0, 63.0, 28.0, nan,
   02/08/2011, 0.0, 74.0, 33.0, nan,
   02/09/2011, 0.0, 71.0, 29.0, nan,
   02/10/2011, 0.0, 63.0, 26.0, nan,
   02/11/2011, 0.0, 63.0, 28.0, nan,
   02/12/2011, 0.0, 68.0, 25.0, nan,
   02/13/2011, 0.0, 75.0, 25.0, nan,
   02/14/2011, 0.0, 81.0, 36.0, nan,
   02/15/2011, 0.0, 80.0, 35.0, nan,
   02/16/2011, 0.0, 81.0, 37.0, nan,
   02/17/2011, 0.0, 76.0, 51.0, nan,
   02/18/2011, 0.0, 70.0, 34.0, nan,
   02/19/2011, 0.0, 76.0, 46.0, nan,
   02/20/2011, 0.0, 70.0, 48.0, nan,
   02/21/2011, 0.0, 55.0, 36.0, nan,
   02/22/2011, 0.0, 64.0, 27.0, nan,
   02/23/2011, 0.0, 67.0, 27.0, nan,
   02/24/2011, 0.0, 64.0, 27.0, nan,
   02/25/2011, 0.0, 63.0, 28.0, nan,
   02/26/2011, 0.0, 72.0, 31.0, nan,
   02/27/2011, 0.24, 67.0, 33.0, 0.0,
   02/28/2011, 0.03, 49.0, 22.0, nan,
   03/01/2011, 0.0, 66.0, 33.0, nan,
   03/02/2011, 0.0, 77.0, 33.0, nan,
   03/03/2011, 0.0, 81.0, 39.0, nan,
   03/04/2011, 0.0, 78.0, 36.0, nan,
   03/05/2011, 0.0, 78.0, 32.0, nan,
   03/06/2011, 0.0, 76.0, 38.0, nan,
   03/07/2011, 0.0, 80.0, 47.0, nan,
   03/08/2011, 0.0, 71.0, 36.0, nan,
   03/09/2011, 0.0, 69.0, 30.0, nan,
   03/10/2011, 0.0, 78.0, 37.0, nan,
   03/11/2011, 0.0, 86.0, 38.0, nan,
   03/12/2011, 0.0, 84.0, 42.0, nan,
   03/13/2011, 0.0, 79.0, 39.0, nan,
   03/14/2011, 0.0, 81.0, 38.0, nan,
   03/15/2011, 0.0, 83.0, 41.0, nan,
   03/16/2011, 0.0, 85.0, 42.0, nan,
   03/17/2011, 0.0, 85.0, 44.0, nan,
   03/18/2011, 0.0, 86.0, 43.0, nan,
   03/19/2011, 0.0, 83.0, 39.0, nan,
   03/20/2011, 0.04, 80.0, 37.0, nan,
   03/21/2011, 0.0, 81.0, 51.0, nan,
   03/22/2011, 0.0, 72.0, 37.0, nan,
   03/23/2011, 0.0, 67.0, 31.0, nan,
   03/24/2011, 0.0, 78.0, 36.0, nan,
   03/25/2011, 0.0, 74.0, 34.0, nan,
   03/26/2011, 0.0, 72.0, 36.0, nan,
   03/27/2011, 0.0, 76.0, 37.0, nan,
   03/28/2011, 0.0, 79.0, 38.0, nan,
   03/29/2011, 0.0, 82.0, 41.0, nan,
   03/30/2011, 0.0, 81.0, 42.0, nan,
   03/31/2011, 0.0, 80.0, 45.0, nan,
   04/01/2011, 0.0, 87.0, 47.0, nan,
   04/02/2011, 0.0, 94.0, 51.0, nan,
   04/03/2011, 0.0, 90.0, 50.0, nan,
   04/04/2011, 0.0, 83.0, 42.0, nan,
   04/05/2011, 0.0, 80.0, 41.0, nan,
   04/06/2011, 0.0, 89.0, 49.0, nan,
   04/07/2011, 0.0, 83.0, 43.0, nan,
   04/08/2011, 0.0, 76.0, 53.0, nan,
   04/09/2011, 0.0, 75.0, 47.0, nan,
   04/10/2011, 0.13, 55.0, 29.0, nan,
   04/11/2011, 0.0, 57.0, 28.0, nan,
   04/12/2011, 0.0, 82.0, 39.0, nan,
   04/13/2011, 0.0, 80.0, 40.0, nan,
   04/14/2011, 0.0, 78.0, 41.0, nan,
   04/15/2011, 0.0, 75.0, 36.0, nan,
   04/16/2011, 0.0, 83.0, 42.0, nan,
   04/17/2011, 0.0, 92.0, 47.0, nan,
   04/18/2011, 0.0, 89.0, 47.0, nan,
   04/19/2011, 0.0, 86.0, 52.0, nan,
   04/20/2011, 0.0, 84.0, 47.0, nan,
   04/21/2011, 0.0, 86.0, 47.0, nan,
   04/22/2011, 0.0, 86.0, 47.0, nan,
   04/23/2011, 0.0, 86.0, 48.0, nan,
   04/24/2011, 0.0, 84.0, 47.0, nan,
   04/25/2011, 0.0, 81.0, 46.0, nan,
   04/26/2011, 0.0, 82.0, 48.0, nan,
   04/27/2011, 0.0, 84.0, 44.0, nan,
   04/28/2011, 0.0, 81.0, 44.0, nan,
   04/29/2011, 0.0, 92.0, 49.0, nan,
   04/30/2011, 0.0, 88.0, 47.0, nan,
   05/01/2011, 0.0, 82.0, 33.0, nan,
   05/02/2011, 0.0, 69.0, 31.0, nan,
   05/03/2011, 0.0, 76.0, 43.0, nan,
   05/04/2011, 0.0, 87.0, 49.0, nan,
   05/05/2011, 0.0, 90.0, 46.0, nan,
   05/06/2011, 0.0, 91.0, 46.0, nan,
   05/07/2011, 0.0, 94.0, 48.0, nan,
   05/08/2011, 0.0, 91.0, 44.0, nan,
   05/09/2011, 0.0, 87.0, 62.0, nan,
   05/10/2011, 0.0, 79.0, 42.0, nan,
   05/11/2011, 0.0, 72.0, 38.0, nan,
   05/12/2011, 0.0, 76.0, 43.0, nan,
   05/13/2011, 0.0, 85.0, 46.0, nan,
   05/14/2011, 0.0, 94.0, 46.0, nan,
   05/15/2011, 0.0, 87.0, 46.0, nan,
   05/16/2011, 0.0, 86.0, 45.0, nan,
   05/17/2011, 0.0, 83.0, 43.0, nan,
   05/18/2011, 0.0, 77.0, 47.0, nan,
   05/19/2011, 0.0, 73.0, 53.0, nan,
   05/20/2011, 0.0, 72.0, 40.0, nan,
   05/21/2011, 0.0, 87.0, 45.0, nan,
   05/22/2011, 0.0, 87.0, 48.0, nan,
   05/23/2011, 0.0, 89.0, 48.0, nan,
   05/24/2011, 0.0, 85.0, 46.0, nan,
   05/25/2011, 0.0, 92.0, 46.0, nan,
   05/26/2011, 0.0, 94.0, 44.0, nan,
   05/27/2011, 0.0, 97.0, 44.0, nan,
   05/28/2011, 0.0, 98.0, 56.0, nan,
   05/29/2011, 0.0, 96.0, 59.0, nan,
   05/30/2011, 0.0, 88.0, 48.0, nan,
   05/31/2011, 0.0, 82.0, 48.0, nan,
   06/01/2011, 0.0, 95.0, 56.0, 0.0,
   06/02/2011, 0.0, 97.0, 54.0, 0.0,
   06/03/2011, 0.0, 91.0, 52.0, 0.0,
   06/04/2011, 0.0, 91.0, 52.0, 0.0,
   06/05/2011, 0.0, 96.0, 54.0, 0.0,
   06/06/2011, 0.0, 100.0, 57.0, 0.0,
   06/07/2011, 0.0, 94.0, 58.0, 0.0,
   06/08/2011, 0.0, 93.0, 51.0, 0.0,
   06/09/2011, 0.0, 91.0, 49.0, 0.0,
   06/10/2011, 0.0, 93.0, 52.0, 0.0,
   06/11/2011, 0.0, 94.0, 52.0, 0.0,
   06/12/2011, 0.0, 94.0, 53.0, 0.0,
   06/13/2011, 0.0, 95.0, 52.0, 0.0,
   06/14/2011, 0.0, 97.0, 51.0, 0.0,
   06/15/2011, 0.0, 101.0, 58.0, 0.0,
   06/16/2011, 0.0, 102.0, 58.0, 0.0,
   06/17/2011, 0.0, 102.0, 58.0, 0.0,
   06/18/2011, 0.0, 98.0, 68.0, 0.0,
   06/19/2011, 0.0, 101.0, 72.0, 0.0,
   06/20/2011, 0.0, 97.0, 56.0, 0.0,
   06/21/2011, 0.0, 96.0, 57.0, 0.0,
   06/22/2011, 0.0, 101.0, 58.0, 0.0,
   06/23/2011, 0.0, 105.0, 63.0, 0.0,
   06/24/2011, 0.0, 102.0, 63.0, 0.0,
   06/25/2011, 0.0, 103.0, 63.0, 0.0,
   06/26/2011, 0.0, 106.0, 66.0, 0.0,
   06/27/2011, 0.0, 106.0, 64.0, 0.0,
   06/28/2011, 0.0, 109.0, 67.0, 0.0,
   06/29/2011, 0.0, 107.0, 74.0, 0.0,
   06/30/2011, 0.0, 102.0, 64.0, 0.0,
   07/01/2011, 0.0, 105.0, 69.0, nan,
   07/02/2011, 0.0, 106.0, 70.0, nan,
   07/03/2011, 0.0, 107.0, 73.0, nan,
   07/04/2011, 0.05, 96.0, 72.0, nan,
   07/05/2011, 0.18, 94.0, 68.0, nan,
   07/06/2011, 0.05, 93.0, 64.0, nan,
   07/07/2011, 0.06, 96.0, 67.0, nan,
   07/08/2011, 0.9, 98.0, 70.0, nan,
   07/09/2011, 0.0, 99.0, 67.0, nan,
   07/10/2011, 0.25, 97.0, 68.0, nan,
   07/11/2011, 0.05, 89.0, 74.0, nan,
   07/12/2011, 0.0, 81.0, 67.0, nan,
   07/13/2011, 0.02, 92.0, 57.0, nan,
   07/14/2011, 0.0, 93.0, 56.0, nan,
   07/15/2011, 0.0, 93.0, 54.0, nan,
   07/16/2011, 0.0, 97.0, 59.0, nan,
   07/17/2011, 0.0, 103.0, 73.0, nan,
   07/18/2011, 0.0, 99.0, 67.0, nan,
   07/19/2011, 0.78, 102.0, 69.0, nan,
   07/20/2011, 0.1, 94.0, 69.0, nan,
   07/21/2011, 0.14, 93.0, 68.0, nan,
   07/22/2011, 0.0, 92.0, 73.0, nan,
   07/23/2011, 0.0, 91.0, 71.0, nan,
   07/24/2011, 0.35, 85.0, 66.0, nan,
   07/25/2011, 0.0, 85.0, 67.0, nan,
   07/26/2011, 0.03, 83.0, 62.0, nan,
   07/27/2011, 0.0, 84.0, 63.0, nan,
   07/28/2011, 0.0, 94.0, 69.0, nan,
   07/29/2011, 0.0, 95.0, 69.0, nan,
   07/30/2011, 0.0, 92.0, 75.0, nan,
   07/31/2011, 0.12, 93.0, 67.0, nan,
   08/01/2011, 0.7, 97.0, 67.0, nan,
   08/02/2011, 0.0, 94.0, 66.0, nan,
   08/03/2011, 0.35, 100.0, 68.0, nan,
   08/04/2011, 0.02, 100.0, 68.0, nan,
   08/05/2011, 0.0, 95.0, nan, nan,
   08/06/2011, 1.35, 97.0, 67.0, nan,
   08/07/2011, 0.0, 89.0, 68.0, nan,
   08/08/2011, 0.0, 89.0, 69.0, nan,
   08/09/2011, 0.0, nan, 73.0, nan,
   08/10/2011, 0.0, 92.0, 71.0, nan,
   08/11/2011, 0.05, 88.0, 67.0, nan,
   08/12/2011, 0.02, 85.0, 68.0, nan,
   08/13/2011, 0.0, 86.0, 67.0, nan,
   08/14/2011, 0.0, 93.0, 71.0, nan,
   08/15/2011, 0.09, 93.0, 70.0, nan,
   08/16/2011, 0.0, 89.0, 73.0, nan,
   08/17/2011, 0.13, 92.0, 67.0, nan,
   08/18/2011, 0.0, 97.0, 69.0, nan,
   08/19/2011, 0.0, 98.0, 71.0, nan,
   08/20/2011, 0.0, 92.0, 68.0, nan,
   08/21/2011, 0.0, 94.0, 69.0, nan,
   08/22/2011, 0.0, 94.0, 66.0, nan,
   08/23/2011, 0.0, 100.0, 70.0, nan,
   08/24/2011, 0.14, 101.0, 68.0, nan,
   08/25/2011, 0.0, 101.0, 70.0, nan,
   08/26/2011, 0.0, 102.0, 69.0, nan,
   08/27/2011, 0.0, 103.0, 68.0, nan,
   08/28/2011, 0.0, 102.0, 65.0, nan,
   08/29/2011, 0.0, 98.0, 67.0, nan,
   08/30/2011, 0.0, 101.0, 69.0, nan,
   08/31/2011, 0.0, 101.0, 72.0, nan,
   09/01/2011, 0.0, 102.0, 74.0, nan,
   09/02/2011, 0.0, 100.0, 65.0, nan,
   09/03/2011, 0.12, 95.0, 63.0, nan,
   09/04/2011, 0.0, 97.0, 67.0, nan,
   09/05/2011, 0.1, 101.0, 68.0, nan,
   09/06/2011, 0.0, 88.0, 66.0, nan,
   09/07/2011, 0.0, 94.0, 65.0, nan,
   09/08/2011, 0.15, 98.0, 64.0, nan,
   09/09/2011, 0.0, 97.0, 70.0, nan,
   09/10/2011, 1.1, 94.0, 61.0, nan,
   09/11/2011, 0.0, 89.0, 62.0, nan,
   09/12/2011, 0.0, 89.0, 62.0, nan,
   09/13/2011, 0.94, 87.0, 61.0, nan,
   09/14/2011, 0.0, 88.0, 61.0, nan,
   09/15/2011, 0.0, 86.0, 62.0, nan,
   09/16/2011, 0.15, 85.0, 63.0, nan,
   09/17/2011, 0.0, 86.0, 58.0, nan,
   09/18/2011, 0.0, 86.0, 55.0, nan,
   09/19/2011, 0.0, 88.0, 55.0, nan,
   09/20/2011, 0.0, 94.0, 56.0, nan,
   09/21/2011, 0.0, 97.0, 57.0, nan,
   09/22/2011, 0.0, 94.0, 62.0, nan,
   09/23/2011, 0.0, 93.0, 56.0, nan,
   09/24/2011, 0.0, 96.0, 60.0, nan,
   09/25/2011, 0.0, 94.0, 62.0, nan,
   09/26/2011, 0.0, 94.0, 55.0, nan,
   09/27/2011, 0.0, 89.0, 58.0, nan,
   09/28/2011, 0.0, 91.0, 55.0, nan,
   09/29/2011, 0.0, 89.0, 56.0, nan,
   09/30/2011, 0.0, 90.0, 57.0, nan,
   10/01/2011, 0.0, 91.0, 65.0, nan,
   10/02/2011, 0.01, 91.0, 59.0, nan,
   10/03/2011, 0.0, 89.0, 60.0, nan,
   10/04/2011, 0.0, 89.0, 63.0, nan,
   10/05/2011, 0.0, 84.0, 50.0, nan,
   10/06/2011, 0.0, 81.0, 51.0, nan,
   10/07/2011, 0.0, 75.0, 46.0, nan,
   10/08/2011, 0.0, 70.0, 35.0, nan,
   10/09/2011, 0.0, 71.0, 37.0, nan,
   10/10/2011, 0.0, 79.0, 41.0, nan,
   10/11/2011, 0.0, 82.0, 42.0, nan,
   10/12/2011, 0.0, 85.0, 45.0, nan,
   10/13/2011, 0.0, 88.0, 49.0, nan,
   10/14/2011, 0.0, 95.0, 49.0, nan,
   10/15/2011, 0.0, 93.0, 50.0, nan,
   10/16/2011, 0.0, 96.0, 51.0, nan,
   10/17/2011, 0.0, 94.0, 50.0, nan,
   10/18/2011, 0.0, 94.0, 46.0, nan,
   10/19/2011, 0.0, 89.0, 50.0, nan,
   10/20/2011, 0.0, 93.0, 48.0, nan,
   10/21/2011, 0.0, 86.0, 54.0, nan,
   10/22/2011, 0.0, 87.0, 49.0, nan,
   10/23/2011, 0.0, 89.0, 50.0, nan,
   10/24/2011, 0.0, 83.0, 51.0, nan,
   10/25/2011, 0.0, 85.0, 55.0, nan,
   10/26/2011, 0.0, 77.0, 38.0, nan,
   10/27/2011, 0.0, 71.0, 38.0, nan,
   10/28/2011, 0.0, 79.0, 45.0, nan,
   10/29/2011, 0.0, 82.0, 41.0, nan,
   10/30/2011, 0.0, 82.0, 40.0, nan,
   10/31/2011, 0.0, 84.0, 42.0, nan,
   11/01/2011, 0.0, 86.0, 43.0, nan,
   11/02/2011, 0.0, 84.0, 39.0, nan,
   11/03/2011, 0.0, 76.0, 39.0, nan,
   11/04/2011, 0.0, 83.0, 44.0, nan,
   11/05/2011, 0.24, 76.0, 41.0, nan,
   11/06/2011, 0.0, 60.0, 42.0, nan,
   11/07/2011, 0.0, 61.0, 38.0, nan,
   11/08/2011, 0.12, 61.0, 26.0, nan,
   11/09/2011, 0.0, 58.0, 27.0, nan,
   11/10/2011, 0.0, 67.0, 33.0, nan,
   11/11/2011, 0.0, 71.0, 41.0, nan,
   11/12/2011, 0.0, 69.0, 51.0, nan,
   11/13/2011, 0.01, 69.0, 52.0, nan,
   11/14/2011, 0.2, 63.0, 42.0, nan,
   11/15/2011, 0.0, 67.0, 38.0, nan,
   11/16/2011, 0.0, 66.0, 35.0, nan,
   11/17/2011, 0.0, 67.0, 36.0, nan,
   11/18/2011, 0.0, 73.0, 38.0, nan,
   11/19/2011, 0.0, 73.0, 40.0, nan,
   11/20/2011, 0.0, 67.0, 52.0, nan,
   11/21/2011, 0.0, 68.0, 45.0, nan,
   11/22/2011, 0.0, 62.0, 31.0, nan,
   11/23/2011, 0.0, 68.0, 34.0, nan,
   11/24/2011, 0.01, 79.0, 38.0, nan,
   11/25/2011, 0.0, 60.0, 33.0, nan,
   11/26/2011, 0.0, 66.0, 40.0, nan,
   11/27/2011, 0.0, 72.0, 35.0, nan,
   11/28/2011, 0.0, 76.0, 35.0, nan,
   11/29/2011, 0.0, 77.0, 35.0, nan,
   11/30/2011, 0.0, 78.0, 35.0, nan,
   12/01/2011, 0.0, 78.0, 46.0, nan,
   12/02/2011, 0.08, 60.0, 41.0, nan,
   12/03/2011, 0.07, 53.0, 31.0, nan,
   12/04/2011, 0.06, 52.0, 33.0, nan,
