
 Tumacacori NM 

   Date, Precipitation (in), Tmax (F), Tmin (F), Snow Depth On Ground (Inches),
   12/25/2015, 0.0, nan, nan, nan,
   12/26/2015, 0.0, 64.0, 25.0, nan,
   12/27/2015, 0.0, 44.0, 21.0, nan,
   12/28/2015, 0.0, 49.0, 22.0, nan,
   12/29/2015, 0.0, 57.0, 25.0, nan,
   12/30/2015, 0.0, 51.0, 21.0, nan,
   12/31/2015, 0.0, 56.0, 27.0, nan,
   01/01/2016, 0.0, 63.0, 28.0, nan,
   01/02/2016, 0.0, 62.0, 30.0, nan,
   01/03/2016, 0.0, 67.0, 40.0, nan,
   01/04/2016, 0.0, 71.0, 47.0, nan,
   01/05/2016, 1.0, 58.0, 40.0, nan,
   01/06/2016, 0.03, 58.0, 45.0, nan,
   01/07/2016, 0.02, 53.0, 36.0, nan,
   01/08/2016, 0.63, 52.0, 35.0, nan,
   01/09/2016, 0.0, 52.0, 34.0, nan,
   01/10/2016, 0.0, 51.0, 27.0, nan,
   01/11/2016, 0.0, 53.0, 26.0, nan,
   01/12/2016, 0.0, 52.0, 24.0, nan,
   01/13/2016, 0.0, 61.0, 24.0, nan,
   01/14/2016, 0.0, 65.0, 27.0, nan,
   01/15/2016, 0.0, 67.0, 29.0, nan,
   01/16/2016, 0.0, 64.0, 27.0, nan,
   01/17/2016, 0.0, 61.0, 29.0, nan,
   01/18/2016, 0.0, 68.0, 30.0, nan,
   01/19/2016, 0.0, 72.0, 30.0, nan,
   01/20/2016, 0.0, 71.0, 30.0, nan,
   01/21/2016, 0.0, 70.0, 28.0, nan,
   01/22/2016, 0.0, 68.0, 32.0, nan,
   01/23/2016, 0.0, 76.0, 36.0, nan,
   01/24/2016, 0.0, 79.0, 33.0, nan,
   01/25/2016, 0.0, 65.0, 26.0, nan,
   01/26/2016, 0.0, 59.0, 25.0, nan,
   01/27/2016, 0.0, 60.0, 26.0, nan,
   01/28/2016, 0.0, 65.0, 28.0, nan,
   01/29/2016, 0.0, 71.0, 28.0, nan,
   01/30/2016, 0.0, 77.0, 32.0, nan,
   01/31/2016, 0.0, 73.0, 36.0, nan,
   02/01/2016, 0.42, 72.0, 39.0, nan,
   02/02/2016, 0.0, 49.0, 24.0, nan,
   02/03/2016, 0.0, 46.0, 18.0, nan,
   02/04/2016, 0.0, 51.0, 17.0, nan,
   02/05/2016, 0.0, 58.0, 19.0, nan,
   02/06/2016, 0.0, 62.0, 26.0, nan,
   02/07/2016, 0.0, 72.0, 30.0, nan,
   02/08/2016, 0.0, 72.0, 33.0, nan,
   02/09/2016, 0.0, 79.0, 37.0, nan,
   02/10/2016, 0.0, 78.0, 37.0, nan,
   02/11/2016, 0.0, 81.0, 34.0, nan,
   02/12/2016, 0.0, 81.0, 34.0, nan,
   02/13/2016, 0.0, 83.0, 39.0, nan,
   02/14/2016, 0.0, 84.0, 35.0, nan,
   02/15/2016, 0.0, 78.0, 35.0, nan,
   02/16/2016, 0.0, 79.0, 37.0, nan,
   02/17/2016, 0.0, 86.0, 42.0, nan,
   02/18/2016, 0.0, 86.0, 41.0, nan,
   02/19/2016, 0.0, 81.0, 52.0, nan,
   02/20/2016, 0.0, 80.0, 42.0, nan,
   02/21/2016, 0.0, 81.0, 39.0, nan,
   02/22/2016, 0.0, 79.0, 35.0, nan,
   02/23/2016, 0.0, 75.0, 32.0, nan,
   02/24/2016, 0.0, 68.0, 31.0, nan,
   02/25/2016, 0.0, 72.0, 33.0, nan,
   02/26/2016, 0.0, 80.0, 38.0, nan,
   02/27/2016, 0.0, 84.0, 38.0, nan,
   02/28/2016, 0.0, 84.0, 36.0, nan,
   02/29/2016, 0.0, 81.0, 38.0, nan,
   03/01/2016, 0.0, 80.0, 38.0, nan,
   03/02/2016, 0.0, 81.0, 39.0, nan,
   03/03/2016, 0.0, 86.0, 39.0, nan,
   03/04/2016, 0.0, 87.0, 41.0, nan,
   03/05/2016, 0.0, 86.0, 40.0, nan,
   03/06/2016, 0.0, 82.0, 44.0, nan,
   03/07/2016, 0.5, 75.0, 35.0, nan,
   03/08/2016, 0.0, 66.0, 35.0, nan,
   03/09/2016, 0.0, 56.0, 30.0, nan,
   03/10/2016, 0.0, 71.0, 31.0, nan,
   03/11/2016, 0.0, 80.0, 36.0, nan,
   03/12/2016, 0.0, 82.0, 42.0, nan,
   03/13/2016, 0.0, 70.0, 32.0, nan,
   03/14/2016, 0.0, 76.0, 36.0, nan,
   03/15/2016, 0.0, 78.0, 36.0, nan,
   03/16/2016, 0.0, 80.0, 39.0, nan,
   03/17/2016, 0.0, 82.0, 39.0, nan,
   03/18/2016, 0.0, 82.0, 40.0, nan,
   03/19/2016, 0.0, 82.0, 39.0, nan,
   03/20/2016, 0.0, 81.0, 39.0, nan,
   03/21/2016, 0.0, 84.0, 43.0, nan,
   03/22/2016, 0.0, 87.0, 42.0, nan,
   03/23/2016, 0.0, 82.0, 35.0, nan,
   03/24/2016, 0.0, 68.0, 28.0, nan,
   03/25/2016, 0.0, 75.0, 31.0, nan,
   03/26/2016, 0.0, 78.0, 35.0, nan,
   03/27/2016, 0.0, 80.0, 41.0, nan,
   03/28/2016, 0.0, 80.0, 42.0, nan,
   03/29/2016, 0.0, 77.0, 46.0, nan,
   03/30/2016, 0.0, 65.0, 35.0, nan,
   03/31/2016, 0.0, 64.0, 31.0, nan,
   04/01/2016, 0.0, 61.0, 35.0, nan,
   04/02/2016, 0.0, 70.0, 36.0, nan,
   04/03/2016, 0.0, 75.0, 37.0, nan,
   04/04/2016, 0.0, 82.0, 39.0, nan,
   04/05/2016, 0.0, 85.0, 44.0, nan,
   04/06/2016, 0.0, 85.0, 43.0, nan,
   04/07/2016, 0.0, 81.0, 41.0, nan,
   04/08/2016, 0.29, 90.0, 53.0, nan,
   04/09/2016, 0.0, 74.0, 43.0, nan,
   04/10/2016, 0.0, 77.0, 47.0, nan,
   04/11/2016, 0.1, 63.0, 38.0, nan,
   04/12/2016, 0.0, 71.0, 46.0, nan,
   04/13/2016, 0.0, 73.0, 41.0, nan,
   04/14/2016, 0.0, 80.0, 43.0, nan,
   04/15/2016, 0.0, 83.0, 47.0, nan,
   04/16/2016, 0.0, 77.0, 35.0, nan,
   04/17/2016, 0.0, 71.0, 36.0, nan,
   04/18/2016, 0.0, 75.0, 38.0, nan,
   04/19/2016, 0.0, 78.0, 38.0, nan,
   04/20/2016, 0.0, 82.0, 38.0, nan,
   04/21/2016, 0.0, 87.0, 43.0, nan,
   04/22/2016, 0.0, 89.0, 46.0, nan,
   04/23/2016, 0.0, 88.0, 50.0, nan,
   04/24/2016, 0.0, 83.0, 45.0, nan,
   04/25/2016, 0.0, 81.0, 47.0, nan,
   04/26/2016, 0.0, 75.0, 44.0, nan,
   04/27/2016, 0.0, 75.0, 38.0, nan,
   04/28/2016, 0.0, 78.0, 44.0, nan,
   04/29/2016, 0.0, 75.0, 36.0, nan,
   04/30/2016, 0.0, 73.0, 39.0, nan,
   05/01/2016, 0.0, 76.0, 41.0, nan,
   05/02/2016, 0.0, 73.0, 42.0, nan,
   05/03/2016, 0.0, nan, nan, nan,
   05/04/2016, 0.0, 86.0, 43.0, nan,
   05/05/2016, 0.0, 94.0, 49.0, nan,
   05/06/2016, 0.0, 88.0, 57.0, nan,
   05/07/2016, 0.0, 75.0, 40.0, nan,
   05/08/2016, 0.0, 76.0, 43.0, nan,
   05/09/2016, 0.0, 73.0, 42.0, nan,
   05/10/2016, 0.0, 80.0, 43.0, nan,
   05/11/2016, 0.0, 86.0, 46.0, nan,
   05/12/2016, 0.0, 89.0, 49.0, nan,
   05/13/2016, 0.0, 95.0, 51.0, nan,
   05/14/2016, 0.0, 95.0, 47.0, nan,
   05/15/2016, 0.0, 92.0, 51.0, nan,
   05/16/2016, 0.0, 89.0, 46.0, nan,
   05/17/2016, 0.0, 83.0, 47.0, nan,
   05/18/2016, 0.0, 88.0, 44.0, nan,
   05/19/2016, nan, nan, nan, nan,
   05/20/2016, 0.0, 85.0, 51.0, nan,
   05/21/2016, 0.0, 87.0, 52.0, nan,
   05/22/2016, 0.0, 84.0, 47.0, nan,
   05/23/2016, 0.0, 85.0, 47.0, nan,
   05/24/2016, 0.0, 85.0, 43.0, nan,
   05/25/2016, 0.0, 86.0, 47.0, nan,
   05/26/2016, 0.0, 86.0, 41.0, nan,
   05/27/2016, 0.0, 80.0, 44.0, nan,
   05/28/2016, 0.0, 84.0, 47.0, nan,
   05/29/2016, 0.0, 90.0, 48.0, nan,
   05/30/2016, 0.0, 90.0, 52.0, nan,
   05/31/2016, 0.0, 88.0, 47.0, nan,
   06/01/2016, 0.0, 88.0, 59.0, nan,
   06/02/2016, 0.0, 93.0, 54.0, nan,
   06/03/2016, 0.0, 97.0, 55.0, nan,
   06/04/2016, 0.0, 101.0, 55.0, nan,
   06/05/2016, 0.0, 105.0, 59.0, nan,
   06/06/2016, 0.0, 107.0, 60.0, nan,
   06/07/2016, 0.0, 108.0, 56.0, nan,
   06/08/2016, 0.0, 99.0, 64.0, nan,
   06/09/2016, 0.0, 98.0, 65.0, nan,
   06/10/2016, 0.02, 98.0, 67.0, nan,
   06/11/2016, 0.0, 93.0, 65.0, nan,
   06/12/2016, 0.0, 93.0, 62.0, nan,
   06/13/2016, 0.0, 94.0, 58.0, nan,
   06/14/2016, 0.0, 91.0, 53.0, nan,
   06/15/2016, 0.0, 95.0, 53.0, nan,
   06/16/2016, 0.0, 94.0, 55.0, nan,
   06/17/2016, 0.0, 97.0, 54.0, nan,
   06/18/2016, 0.0, 100.0, 54.0, nan,
   06/19/2016, 0.0, 104.0, 65.0, nan,
   06/20/2016, 0.0, 110.0, 68.0, nan,
   06/21/2016, 0.0, 104.0, 68.0, nan,
   06/22/2016, 0.0, 101.0, 65.0, nan,
   06/23/2016, 0.0, 103.0, 74.0, nan,
   06/24/2016, 0.05, 91.0, 67.0, nan,
   06/25/2016, 0.0, 95.0, 70.0, nan,
   06/26/2016, 0.0, 94.0, 73.0, nan,
   06/27/2016, 0.13, 99.0, 65.0, nan,
   06/28/2016, 0.0, 100.0, 72.0, nan,
   06/29/2016, 0.08, 97.0, 69.0, nan,
   06/30/2016, 0.52, 89.0, 66.0, nan,
   07/01/2016, 0.16, 79.0, 69.0, nan,
   07/02/2016, 0.88, 85.0, 65.0, nan,
   07/03/2016, 0.0, 91.0, 64.0, nan,
   07/04/2016, 0.0, 95.0, 66.0, nan,
   07/05/2016, 0.0, 98.0, 67.0, nan,
   07/06/2016, 0.0, 99.0, 67.0, nan,
   07/07/2016, 0.0, 94.0, 70.0, nan,
   07/08/2016, 0.0, 95.0, 67.0, nan,
   07/09/2016, 0.0, 100.0, 67.0, nan,
   07/10/2016, 0.0, 101.0, 66.0, nan,
   07/11/2016, 0.0, 102.0, 67.0, nan,
   07/12/2016, 0.0, 99.0, 54.0, nan,
   07/13/2016, 0.0, 100.0, 69.0, nan,
   07/14/2016, 0.0, 102.0, 68.0, nan,
   07/15/2016, 0.0, 100.0, 70.0, nan,
   07/16/2016, 0.0, 101.0, 74.0, nan,
   07/17/2016, 0.19, 100.0, 72.0, nan,
   07/18/2016, 0.45, 92.0, 68.0, nan,
   07/19/2016, 0.0, 92.0, 70.0, nan,
   07/20/2016, 0.0, 97.0, 68.0, nan,
   07/21/2016, 0.0, 103.0, 71.0, nan,
   07/22/2016, 0.0, 102.0, 73.0, nan,
   07/23/2016, 0.0, 102.0, 74.0, nan,
   07/24/2016, 0.0, 99.0, 69.0, nan,
   07/25/2016, 0.0, 97.0, 72.0, nan,
   07/26/2016, 0.0, 98.0, 71.0, nan,
   07/27/2016, 0.32, 99.0, 70.0, nan,
   07/28/2016, 0.38, 97.0, 69.0, nan,
   07/29/2016, 0.0, 98.0, 71.0, nan,
   07/30/2016, 0.38, 99.0, 67.0, nan,
   07/31/2016, 0.0, 90.0, 69.0, nan,
   08/01/2016, 1.18, 89.0, 66.0, nan,
   08/02/2016, 0.05, 83.0, 69.0, nan,
   08/03/2016, 0.0, nan, nan, nan,
   08/04/2016, 0.19, nan, nan, nan,
   08/05/2016, 0.01, nan, nan, nan,
   08/06/2016, 0.0, nan, nan, nan,
   08/07/2016, 0.0, nan, nan, nan,
   08/08/2016, 0.0, nan, nan, nan,
   08/09/2016, 1.73, nan, nan, nan,
   08/10/2016, 0.12, nan, nan, nan,
   08/11/2016, 0.48, nan, nan, nan,
   08/12/2016, 0.0, nan, nan, nan,
   08/13/2016, 0.0, nan, nan, nan,
   08/14/2016, 0.0, nan, nan, nan,
   08/15/2016, 0.0, nan, nan, nan,
   08/16/2016, 0.0, nan, nan, nan,
   08/17/2016, 0.0, nan, nan, nan,
   08/18/2016, 0.0, nan, nan, nan,
   08/19/2016, 0.0, nan, nan, nan,
   08/20/2016, 0.12, nan, nan, nan,
   08/21/2016, 0.0, nan, nan, nan,
   08/22/2016, 0.2, nan, nan, nan,
   08/23/2016, 0.0, nan, nan, nan,
   08/24/2016, 0.0, nan, nan, nan,
   08/25/2016, 0.0, nan, nan, nan,
   08/26/2016, 0.0, nan, nan, nan,
   08/27/2016, 0.0, nan, nan, nan,
   08/28/2016, 0.0, nan, nan, nan,
   08/29/2016, 0.0, nan, nan, nan,
   08/30/2016, 0.0, nan, nan, nan,
   08/31/2016, 0.0, nan, nan, nan,
   09/01/2016, 1.69, nan, nan, nan,
   09/02/2016, 0.0, nan, nan, nan,
   09/03/2016, 0.0, nan, nan, nan,
   09/04/2016, 0.0, nan, nan, nan,
   09/05/2016, 0.0, nan, nan, nan,
   09/06/2016, 0.0, nan, nan, nan,
   09/07/2016, 2.88, nan, nan, nan,
   09/08/2016, 0.0, nan, nan, nan,
   09/09/2016, 0.0, nan, nan, nan,
   09/10/2016, 0.0, nan, nan, nan,
   09/11/2016, 0.0, nan, nan, nan,
   09/12/2016, 0.0, nan, nan, nan,
   09/13/2016, 0.0, nan, nan, nan,
   09/14/2016, 0.0, 87.0, nan, nan,
   09/15/2016, 0.0, 87.0, 56.0, nan,
   09/16/2016, 0.0, 88.0, 50.0, nan,
   09/17/2016, 0.0, 87.0, 51.0, nan,
   09/18/2016, 0.0, 90.0, 53.0, nan,
   09/19/2016, 0.0, 94.0, 57.0, nan,
   09/20/2016, 0.0, 89.0, 65.0, nan,
   09/21/2016, 0.0, 85.0, 63.0, nan,
   09/22/2016, 0.0, 89.0, 55.0, nan,
   09/23/2016, 0.0, 84.0, 61.0, nan,
   09/24/2016, 0.0, 81.0, 53.0, nan,
   09/25/2016, 0.0, 83.0, 44.0, nan,
   09/26/2016, 0.0, 84.0, 54.0, nan,
   09/27/2016, 0.05, 72.0, 55.0, nan,
   09/28/2016, 0.0, 79.0, 57.0, nan,
   09/29/2016, 0.0, 84.0, 62.0, nan,
   09/30/2016, 0.0, 88.0, 60.0, nan,
   10/01/2016, 0.0, 87.0, 55.0, nan,
   10/02/2016, 0.0, 88.0, 55.0, nan,
   10/03/2016, 0.0, 85.0, 58.0, nan,
   10/04/2016, 0.0, 83.0, 43.0, nan,
   10/05/2016, 0.0, 82.0, 44.0, nan,
   10/06/2016, 0.0, 84.0, 47.0, nan,
   10/07/2016, 0.0, 84.0, 48.0, nan,
   10/08/2016, 0.0, 91.0, 53.0, nan,
   10/09/2016, 0.0, 88.0, 53.0, nan,
   10/10/2016, 0.0, 88.0, 52.0, nan,
   10/11/2016, 0.0, 90.0, 50.0, nan,
   10/12/2016, 0.0, 89.0, 44.0, nan,
   10/13/2016, 0.0, 89.0, 44.0, nan,
   10/14/2016, 0.0, 86.0, 46.0, nan,
   10/15/2016, 0.0, 90.0, 48.0, nan,
   10/16/2016, 0.0, 90.0, 47.0, nan,
   10/17/2016, 0.0, 89.0, 46.0, nan,
   10/18/2016, 0.0, 89.0, 44.0, nan,
   10/19/2016, 0.0, 88.0, 45.0, nan,
   10/20/2016, 0.0, 89.0, 45.0, nan,
   10/21/2016, 0.0, 92.0, 46.0, nan,
   10/22/2016, 0.0, 90.0, 52.0, nan,
   10/23/2016, 0.0, 91.0, 55.0, nan,
   10/24/2016, 0.0, 86.0, 53.0, nan,
   10/25/2016, 0.0, 88.0, 53.0, nan,
   10/26/2016, 0.0, 86.0, 50.0, nan,
   10/27/2016, 0.0, 90.0, 52.0, nan,
   10/28/2016, 0.0, 92.0, 55.0, nan,
   10/29/2016, 0.0, 87.0, 50.0, nan,
   10/30/2016, 0.0, 89.0, 52.0, nan,
   10/31/2016, 0.0, 87.0, 50.0, nan,
   11/01/2016, 0.0, 84.0, 52.0, nan,
   11/02/2016, 0.0, 79.0, 41.0, nan,
   11/03/2016, 0.0, 77.0, 41.0, nan,
   11/04/2016, 0.0, 78.0, 41.0, nan,
   11/05/2016, 0.0, 74.0, 39.0, nan,
   11/06/2016, 0.0, 75.0, 41.0, nan,
   11/07/2016, 0.0, 79.0, 41.0, nan,
   11/08/2016, 0.0, 81.0, 45.0, nan,
   11/09/2016, 0.0, 81.0, 47.0, nan,
   11/10/2016, 0.0, 75.0, 48.0, nan,
   11/11/2016, 0.0, 74.0, 43.0, nan,
   11/12/2016, 0.0, 76.0, 40.0, nan,
   11/13/2016, 0.0, 76.0, 39.0, nan,
   11/14/2016, 0.0, 77.0, 36.0, nan,
   11/15/2016, 0.0, 80.0, 39.0, nan,
   11/16/2016, 0.0, 85.0, 43.0, nan,
   11/17/2016, 0.0, 75.0, 45.0, nan,
   11/18/2016, 0.0, 74.0, 33.0, nan,
   11/19/2016, 0.0, 75.0, 40.0, nan,
   11/20/2016, 0.0, 83.0, 50.0, nan,
   11/21/2016, 0.0, 82.0, 53.0, nan,
   11/22/2016, 0.0, 69.0, 35.0, nan,
   11/23/2016, 0.0, 69.0, 33.0, nan,
   11/24/2016, 0.0, 74.0, 33.0, nan,
   11/25/2016, 0.0, 74.0, 39.0, nan,
   11/26/2016, 0.0, 75.0, 35.0, nan,
   11/27/2016, 0.0, 72.0, 39.0, nan,
   11/28/2016, 0.09, 60.0, 30.0, nan,
   11/29/2016, 0.05, 60.0, 31.0, nan,
   11/30/2016, 0.0, 55.0, 22.0, nan,
   12/01/2016, 0.0, 63.0, 24.0, nan,
   12/02/2016, 0.0, 65.0, 25.0, nan,
   12/03/2016, 0.0, 65.0, 24.0, nan,
   12/04/2016, 0.0, 58.0, 26.0, nan,
   12/05/2016, 0.0, 63.0, 26.0, nan,
   12/06/2016, 0.0, 67.0, 32.0, nan,
   12/07/2016, 0.0, 66.0, 46.0, nan,
   12/08/2016, 0.0, 65.0, 34.0, nan,
   12/09/2016, 0.0, 66.0, 32.0, nan,
   12/10/2016, 0.0, 69.0, 34.0, nan,
   12/11/2016, 0.0, 75.0, 37.0, nan,
   12/12/2016, 0.0, 73.0, 41.0, nan,
   12/13/2016, 0.0, 73.0, 37.0, nan,
   12/14/2016, 0.0, 74.0, 36.0, nan,
   12/15/2016, 0.0, 77.0, 39.0, nan,
   12/16/2016, 0.0, 81.0, 41.0, nan,
   12/17/2016, 0.16, 72.0, 42.0, nan,
   12/18/2016, 0.0, 73.0, 22.0, nan,
   12/19/2016, 0.0, 58.0, 24.0, nan,
   12/20/2016, 0.0, 71.0, 36.0, nan,
   12/21/2016, 0.0, 72.0, 38.0, nan,
   12/22/2016, 0.39, 71.0, 54.0, nan,
   12/23/2016, 0.12, 65.0, 35.0, nan,
   12/24/2016, 0.0, 64.0, 36.0, nan,
   12/25/2016, 0.87, nan, nan, nan,
   12/26/2016, 0.0, 60.0, 26.0, nan,
   12/27/2016, 0.0, 56.0, 29.0, nan,
   12/28/2016, 0.0, 72.0, 35.0, nan,
   12/29/2016, 0.0, 72.0, 49.0, nan,
   12/30/2016, 0.0, 67.0, 51.0, nan,
   12/31/2016, 0.18, 61.0, 42.0, nan,
   01/01/2017, 0.08, 57.0, 42.0, nan,
   01/02/2017, 0.34, 50.0, 35.0, nan,
   01/03/2017, 0.0, 67.0, 34.0, nan,
   01/04/2017, 0.0, 68.0, 35.0, nan,
   01/05/2017, 0.0, 68.0, 38.0, nan,
   01/06/2017, 0.0, 63.0, 34.0, nan,
   01/07/2017, 0.0, 70.0, 37.0, nan,
   01/08/2017, 0.0, 77.0, 44.0, nan,
   01/09/2017, 0.0, 77.0, 36.0, nan,
   01/10/2017, 0.0, nan, nan, nan,
   01/11/2017, 0.0, 75.0, 35.0, nan,
   01/12/2017, 0.0, 73.0, 34.0, nan,
   01/13/2017, 0.0, 70.0, 34.0, nan,
   01/14/2017, 0.0, 69.0, 40.0, nan,
   01/15/2017, 0.15, 61.0, 41.0, nan,
   01/16/2017, 0.03, 50.0, 41.0, nan,
   01/17/2017, 0.0, 55.0, 31.0, nan,
   01/18/2017, 0.0, 61.0, 32.0, nan,
   01/19/2017, 0.0, 61.0, 33.0, nan,
   01/20/2017, 0.0, 66.0, 42.0, nan,
   01/21/2017, 0.7, 52.0, 44.0, nan,
   01/22/2017, 0.0, 53.0, 28.0, nan,
   01/23/2017, 0.0, 65.0, 31.0, nan,
   01/24/2017, 0.0, 52.0, 23.0, nan,
   01/25/2017, 0.17, 49.0, 20.0, nan,
   01/26/2017, 0.0, 54.0, 21.0, nan,
   01/27/2017, 0.0, 33.0, 21.0, nan,
   01/28/2017, 0.0, 51.0, 18.0, nan,
   01/29/2017, 0.0, 62.0, 21.0, nan,
   01/30/2017, 0.0, 71.0, 22.0, nan,
   01/31/2017, 0.0, 73.0, 30.0, nan,
   02/01/2017, 0.0, 73.0, 31.0, nan,
   02/02/2017, 0.0, 74.0, 34.0, nan,
   02/03/2017, 0.0, 74.0, 34.0, nan,
   02/04/2017, 0.0, 73.0, 30.0, nan,
   02/05/2017, 0.0, 77.0, 36.0, nan,
   02/06/2017, 0.0, 75.0, 39.0, nan,
   02/07/2017, 0.0, 69.0, 33.0, nan,
   02/08/2017, 0.0, 69.0, 36.0, nan,
   02/09/2017, 0.0, 74.0, 37.0, nan,
   02/10/2017, 0.0, 88.0, 43.0, nan,
   02/11/2017, 0.0, 86.0, 41.0, nan,
   02/12/2017, 0.0, 80.0, 42.0, nan,
   02/13/2017, 0.0, 71.0, 46.0, nan,
   02/14/2017, 0.0, 63.0, 36.0, nan,
   02/15/2017, 0.0, 65.0, 41.0, nan,
   02/16/2017, 0.0, 61.0, 33.0, nan,
   02/17/2017, 0.0, 73.0, 33.0, nan,
   02/18/2017, 0.0, 67.0, 47.0, nan,
   02/19/2017, 0.0, 66.0, 41.0, nan,
   02/20/2017, 0.25, 43.0, 42.0, nan,
   02/21/2017, 0.0, 65.0, 36.0, nan,
   02/22/2017, 0.0, 75.0, 39.0, nan,
   02/23/2017, 0.0, 81.0, 47.0, nan,
   02/24/2017, 0.0, 67.0, 25.0, nan,
   02/25/2017, 0.0, 62.0, 24.0, nan,
   02/26/2017, 0.0, 61.0, 30.0, nan,
   02/27/2017, 0.0, 65.0, 31.0, nan,
   02/28/2017, 0.0, 66.0, 37.0, nan,
   03/01/2017, 0.0, 64.0, 30.0, nan,
   03/02/2017, 0.0, 78.0, 32.0, nan,
   03/03/2017, 0.0, 76.0, 46.0, nan,
   03/04/2017, 0.0, 75.0, 47.0, nan,
   03/05/2017, 0.0, 76.0, 46.0, nan,
   03/06/2017, 0.0, 73.0, 37.0, nan,
   03/07/2017, 0.0, 71.0, 31.0, nan,
   03/08/2017, 0.0, 79.0, 35.0, nan,
   03/09/2017, 0.0, 86.0, 40.0, nan,
   03/10/2017, 0.0, 87.0, 42.0, nan,
   03/11/2017, 0.0, 88.0, 47.0, nan,
   03/12/2017, 0.0, 86.0, 42.0, nan,
   03/13/2017, 0.0, 85.0, 40.0, nan,
   03/14/2017, 0.0, 87.0, 44.0, nan,
   03/15/2017, 0.0, 88.0, 43.0, nan,
   03/16/2017, 0.0, 89.0, 45.0, nan,
   03/17/2017, 0.0, 85.0, 47.0, nan,
   03/18/2017, 0.0, 88.0, 46.0, nan,
   03/19/2017, 0.0, 89.0, 46.0, nan,
   03/20/2017, 0.0, 90.0, 50.0, nan,
   03/21/2017, 0.0, 90.0, 50.0, nan,
   03/22/2017, 0.0, 87.0, 44.0, nan,
   03/23/2017, 0.0, 82.0, 45.0, nan,
   03/24/2017, 0.08, 65.0, 33.0, nan,
   03/25/2017, 0.0, 71.0, 34.0, nan,
   03/26/2017, 0.0, 80.0, 39.0, nan,
   03/27/2017, 0.0, 78.0, 41.0, nan,
   03/28/2017, 0.23, 78.0, 44.0, nan,
   03/29/2017, 0.0, 70.0, 35.0, nan,
   03/30/2017, 0.0, 78.0, 36.0, nan,
   03/31/2017, 0.0, 77.0, 38.0, nan,
   04/01/2017, 0.0, 65.0, 33.0, nan,
   04/02/2017, 0.2, 67.0, 33.0, nan,
   04/03/2017, 0.0, 72.0, 37.0, nan,
   04/04/2017, 0.0, 76.0, 41.0, nan,
   04/05/2017, 0.0, 74.0, 36.0, nan,
   04/06/2017, 0.0, 82.0, 42.0, nan,
   04/07/2017, 0.0, 88.0, 43.0, nan,
   04/08/2017, 0.0, 86.0, 42.0, nan,
   04/09/2017, 0.0, 87.0, 39.0, nan,
   04/10/2017, 0.0, 77.0, 36.0, nan,
   04/11/2017, 0.0, 83.0, 37.0, nan,
   04/12/2017, 0.0, 87.0, 41.0, nan,
   04/13/2017, 0.0, 87.0, 42.0, nan,
   04/14/2017, 0.0, 88.0, 44.0, nan,
   04/15/2017, 0.0, 84.0, 41.0, nan,
   04/16/2017, 0.0, 84.0, 42.0, nan,
   04/17/2017, 0.0, 85.0, 43.0, nan,
   04/18/2017, 0.0, 86.0, 43.0, nan,
   04/19/2017, 0.0, 88.0, 44.0, nan,
   04/20/2017, 0.0, 87.0, 44.0, nan,
   04/21/2017, 0.0, 87.0, 40.0, nan,
   04/22/2017, 0.0, 89.0, 43.0, nan,
   04/23/2017, 0.0, 92.0, 47.0, nan,
   04/24/2017, 0.0, 92.0, 45.0, nan,
   04/25/2017, 0.0, 92.0, 45.0, nan,
   04/26/2017, 0.0, 79.0, 44.0, nan,
   04/27/2017, 0.0, 83.0, 52.0, nan,
   04/28/2017, 0.0, 84.0, 53.0, nan,
   04/29/2017, 0.0, 78.0, 52.0, nan,
   04/30/2017, 0.0, 70.0, 37.0, nan,
   05/01/2017, 0.0, 88.0, 40.0, nan,
   05/02/2017, 0.0, 88.0, 43.0, nan,
   05/03/2017, 0.0, 90.0, 43.0, nan,
   05/04/2017, 0.0, 91.0, 50.0, nan,
   05/05/2017, 0.0, 96.0, 67.0, nan,
   05/06/2017, 0.0, 97.0, 59.0, nan,
   05/07/2017, 0.0, 87.0, 56.0, nan,
   05/08/2017, 0.0, 87.0, 50.0, nan,
   05/09/2017, 0.0, 72.0, 42.0, nan,
   05/10/2017, 0.4, 70.0, 40.0, nan,
   05/11/2017, 0.0, 70.0, 41.0, nan,
   05/12/2017, 0.0, 81.0, 41.0, nan,
   05/13/2017, 0.0, 92.0, 51.0, nan,
   05/14/2017, 0.0, 90.0, 53.0, nan,
   05/15/2017, 0.0, 83.0, 52.0, nan,
   05/16/2017, 0.0, 86.0, 54.0, nan,
   05/17/2017, 0.0, 70.0, 39.0, nan,
   05/18/2017, 0.0, 80.0, 47.0, nan,
   05/19/2017, 0.0, 82.0, 42.0, nan,
   05/20/2017, 0.0, 82.0, 42.0, nan,
   05/21/2017, 0.0, 88.0, 46.0, nan,
   05/22/2017, 0.0, 95.0, 51.0, nan,
   05/23/2017, 0.0, 95.0, 52.0, nan,
   05/24/2017, 0.0, 98.0, 53.0, nan,
   05/25/2017, 0.0, 99.0, 63.0, nan,
   05/26/2017, 0.0, 91.0, 54.0, nan,
   05/27/2017, 0.0, 89.0, 48.0, nan,
   05/28/2017, 0.0, 91.0, 48.0, nan,
   05/29/2017, 0.0, 94.0, 48.0, nan,
   05/30/2017, 0.0, 97.0, 49.0, nan,
