"","MonitoringLocationIdentifier","OrganizationIdentifier.x","OrganizationFormalName.x","ActivityIdentifier","ActivityTypeCode","ActivityMediaName","ActivityMediaSubdivisionName","ActivityStartDate","ActivityStartTime.Time","ActivityStartTime.TimeZoneCode","ActivityEndDate","ActivityEndTime.Time","ActivityEndTime.TimeZoneCode","ActivityRelativeDepthName","ActivityDepthHeightMeasure.MeasureValue","ActivityDepthHeightMeasure.MeasureUnitCode","ActivityDepthAltitudeReferencePointText","ActivityTopDepthHeightMeasure.MeasureValue","ActivityTopDepthHeightMeasure.MeasureUnitCode","ActivityBottomDepthHeightMeasure.MeasureValue","ActivityBottomDepthHeightMeasure.MeasureUnitCode","ProjectIdentifier","ProjectName","ActivityConductingOrganizationText","MonitoringLocationName.x","ActivityCommentText","SampleAquifer","HydrologicCondition","HydrologicEvent","ActivityLocation.LatitudeMeasure","ActivityLocation.LongitudeMeasure","SampleCollectionMethod.MethodIdentifier","SampleCollectionMethod.MethodIdentifierContext","SampleCollectionMethod.MethodName","SampleCollectionMethod.MethodDescriptionText","SampleCollectionEquipmentName","ResultIdentifier","ResultDetectionConditionText","MethodSpeciationName","CharacteristicName","ResultSampleFractionText","ResultMeasureValue","ResultMeasure.MeasureUnitCode","MeasureQualifierCode","ResultStatusIdentifier","StatisticalBaseCode","ResultValueTypeName","ResultWeightBasisText","ResultTimeBasisText","ResultTemperatureBasisText","ResultParticleSizeBasisText","DataQuality.PrecisionValue","DataQuality.BiasValue","DataQuality.ConfidenceIntervalValue","DataQuality.UpperConfidenceLimitValue","DataQuality.LowerConfidenceLimitValue","ResultCommentText","USGSPCode","ResultDepthHeightMeasure.MeasureValue","ResultDepthHeightMeasure.MeasureUnitCode","ResultDepthAltitudeReferencePointText","SubjectTaxonomicName","SampleTissueAnatomyName","BinaryObjectFileName","BinaryObjectFileTypeCode","ResultFileUrl","ResultAnalyticalMethod.MethodIdentifier","ResultAnalyticalMethod.MethodIdentifierContext","ResultAnalyticalMethod.MethodName","ResultAnalyticalMethod.MethodUrl","ResultAnalyticalMethod.MethodDescriptionText","LaboratoryName","AnalysisStartDate","ResultLaboratoryCommentText","ResultDetectionQuantitationLimitUrl","DetectionQuantitationLimitTypeName","DetectionQuantitationLimitMeasure.MeasureValue","DetectionQuantitationLimitMeasure.MeasureUnitCode","LabSamplePreparationUrl","LastUpdated","ProviderName.x","DateAsDate","OrganizationIdentifier.y","OrganizationFormalName.y","MonitoringLocationName.y","MonitoringLocationTypeName","MonitoringLocationDescriptionText","HUCEightDigitCode","DrainageAreaMeasure_MeasureValue","DrainageAreaMeasure_MeasureUnitCode","ContributingDrainageAreaMeasure_MeasureValue","ContributingDrainageAreaMeasure_MeasureUnitCode","LatitudeMeasure","LongitudeMeasure","SourceMapScaleNumeric","HorizontalAccuracyMeasure_MeasureValue","HorizontalAccuracyMeasure_MeasureUnitCode","HorizontalCollectionMethodName","HorizontalCoordinateReferenceSystemDatumName","VerticalMeasure_MeasureValue","VerticalMeasure_MeasureUnitCode","VerticalAccuracyMeasure_MeasureValue","VerticalAccuracyMeasure_MeasureUnitCode","VerticalCollectionMethodName","VerticalCoordinateReferenceSystemDatumName","CountryCode","StateCode","CountyCode","AquiferName","LocalAqfrName","FormationTypeText","AquiferTypeName","ConstructionDateText","WellDepthMeasure_MeasureValue","WellDepthMeasure_MeasureUnitCode","WellHoleDepthMeasure_MeasureValue","WellHoleDepthMeasure_MeasureUnitCode","ProviderName.y"
"1310","USGS-313436111025101","USGS-AZ","USGS Arizona Water Science Center","nwisaz.01.00900571","Sample-Routine","Water","Surface Water","7/1/2009","8:51:00","MST",NA,NA,NA,NA,NA,"","",NA,"",NA,"","","","U.S. National Park Service","","",NA,"Not applicable","Not applicable",NA,NA,"70","USGS parameter code 82398","Grab sample  (dip)",NA,"Grab sample","NWIS-103576505","","","Escherichia coli","",170000,"MPN/100 ml",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",50468,NA,"",NA,NA,NA,NA,NA,NA,"BAC14","USGS","E coli, water, Colilert (24-28)",NA,"Standard Methods","U.S. National Park Service","","sample was diluted","","",NA,"",NA,"","NWIS","2009-07-01","USGS-AZ","USGS Arizona Water Science Center","SANTA CRUZ RIVER AT ANZA TRAIL CROSSING","Stream","",15050301,1185.1,"sq mi",NA,NA,31.57658333,-111.0475833,24000,0.1,"seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","NAD83",NA,"",NA,"","","","US",4,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"1311","USGS-313436111025101","USGS-AZ","USGS Arizona Water Science Center","nwisaz.01.01100661","Sample-Routine","Water","Surface Water","10/19/2010","8:35:00","MST",NA,NA,NA,NA,NA,"","",NA,"",NA,"","","","U.S. National Park Service","","",NA,"Not applicable","Not applicable",NA,NA,"70","USGS parameter code 82398","Grab sample  (dip)",NA,"Grab sample","NWIS-103577543","","","Escherichia coli","",520,"MPN/100 ml",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",50468,NA,"",NA,NA,NA,NA,NA,NA,"BAC14","USGS","E coli, water, Colilert (24-28)",NA,"Standard Methods","","","sample was diluted","","",NA,"",NA,"","NWIS","2010-10-19","USGS-AZ","USGS Arizona Water Science Center","SANTA CRUZ RIVER AT ANZA TRAIL CROSSING","Stream","",15050301,1185.1,"sq mi",NA,NA,31.57658333,-111.0475833,24000,0.1,"seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","NAD83",NA,"",NA,"","","","US",4,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"1312","USGS-313436111025101","USGS-AZ","USGS Arizona Water Science Center","nwisaz.01.01000569","Sample-Routine","Water","Surface Water","8/4/2010","8:36:00","MST",NA,NA,NA,NA,NA,"","",NA,"",NA,"","","","U.S. National Park Service","","",NA,"Not applicable","Not applicable",NA,NA,"70","USGS parameter code 82398","Grab sample  (dip)",NA,"Grab sample","NWIS-103577130","","","Escherichia coli","",1200,"MPN/100 ml",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",50468,NA,"",NA,NA,NA,NA,NA,NA,"BAC14","USGS","E coli, water, Colilert (24-28)",NA,"Standard Methods","U.S. National Park Service","","sample was diluted","","",NA,"",NA,"","NWIS","2010-08-04","USGS-AZ","USGS Arizona Water Science Center","SANTA CRUZ RIVER AT ANZA TRAIL CROSSING","Stream","",15050301,1185.1,"sq mi",NA,NA,31.57658333,-111.0475833,24000,0.1,"seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","NAD83",NA,"",NA,"","","","US",4,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"1313","USGS-313436111025101","USGS-AZ","USGS Arizona Water Science Center","nwisaz.01.01100774","Sample-Routine","Water","Surface Water","9/20/2011","9:37:00","MST",NA,NA,NA,NA,NA,"","",NA,"",NA,"","","","U.S. National Park Service","","",NA,"Not applicable","Not applicable",NA,NA,"70","USGS parameter code 82398","Grab sample  (dip)",NA,"Grab sample","NWIS-103578447","","","Escherichia coli","",410,"MPN/100 ml",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",50468,NA,"",NA,NA,NA,NA,NA,NA,"BAC14","USGS","E coli, water, Colilert (24-28)",NA,"Standard Methods","","","","","",NA,"",NA,"","NWIS","2011-09-20","USGS-AZ","USGS Arizona Water Science Center","SANTA CRUZ RIVER AT ANZA TRAIL CROSSING","Stream","",15050301,1185.1,"sq mi",NA,NA,31.57658333,-111.0475833,24000,0.1,"seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","NAD83",NA,"",NA,"","","","US",4,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"1314","USGS-313436111025101","USGS-AZ","USGS Arizona Water Science Center","nwisaz.01.01000551","Sample-Routine","Water","Surface Water","6/22/2010","9:58:00","MST",NA,NA,NA,NA,NA,"","",NA,"",NA,"","","","U.S. National Park Service","","",NA,"Not applicable","Not applicable",NA,NA,"70","USGS parameter code 82398","Grab sample  (dip)",NA,"Grab sample","NWIS-103577010","","","Escherichia coli","",270,"MPN/100 ml",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",50468,NA,"",NA,NA,NA,NA,NA,NA,"BAC14","USGS","E coli, water, Colilert (24-28)",NA,"Standard Methods","U.S. National Park Service","","","","",NA,"",NA,"","NWIS","2010-06-22","USGS-AZ","USGS Arizona Water Science Center","SANTA CRUZ RIVER AT ANZA TRAIL CROSSING","Stream","",15050301,1185.1,"sq mi",NA,NA,31.57658333,-111.0475833,24000,0.1,"seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","NAD83",NA,"",NA,"","","","US",4,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"1315","USGS-313436111025101","USGS-AZ","USGS Arizona Water Science Center","nwisaz.01.01000518","Sample-Routine","Water","Surface Water","12/17/2009","11:08:00","MST",NA,NA,NA,NA,NA,"","",NA,"",NA,"","","","U.S. National Park Service","","",NA,"Not applicable","Not applicable",NA,NA,"70","USGS parameter code 82398","Grab sample  (dip)",NA,"Grab sample","NWIS-103576878","","","Escherichia coli","",40,"MPN/100 ml",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",50468,NA,"",NA,NA,NA,NA,NA,NA,"BAC14","USGS","E coli, water, Colilert (24-28)",NA,"Standard Methods","U.S. National Park Service","","","","",NA,"",NA,"","NWIS","2009-12-17","USGS-AZ","USGS Arizona Water Science Center","SANTA CRUZ RIVER AT ANZA TRAIL CROSSING","Stream","",15050301,1185.1,"sq mi",NA,NA,31.57658333,-111.0475833,24000,0.1,"seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","NAD83",NA,"",NA,"","","","US",4,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"1316","USGS-313436111025101","USGS-AZ","USGS Arizona Water Science Center","nwisaz.01.01100658","Sample-Routine","Water","Surface Water","10/13/2010","9:53:00","MST",NA,NA,NA,NA,NA,"","",NA,"",NA,"","","","U.S. National Park Service","","",NA,"Not applicable","Not applicable",NA,NA,"70","USGS parameter code 82398","Grab sample  (dip)",NA,"Grab sample","NWIS-103577531","","","Escherichia coli","",69000,"MPN/100 ml",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",50468,NA,"",NA,NA,NA,NA,NA,NA,"BAC14","USGS","E coli, water, Colilert (24-28)",NA,"Standard Methods","","","sample was diluted","","",NA,"",NA,"","NWIS","2010-10-13","USGS-AZ","USGS Arizona Water Science Center","SANTA CRUZ RIVER AT ANZA TRAIL CROSSING","Stream","",15050301,1185.1,"sq mi",NA,NA,31.57658333,-111.0475833,24000,0.1,"seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","NAD83",NA,"",NA,"","","","US",4,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"1317","USGS-313436111025101","USGS-AZ","USGS Arizona Water Science Center","nwisaz.01.01000582","Sample-Routine","Water","Surface Water","9/1/2010","13:52:00","MST",NA,NA,NA,NA,NA,"","",NA,"",NA,"","","","U.S. National Park Service","","",NA,"Not applicable","Not applicable",NA,NA,"70","USGS parameter code 82398","Grab sample  (dip)",NA,"Grab sample","NWIS-103577252","","","Escherichia coli","",840,"MPN/100 ml",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",50468,NA,"",NA,NA,NA,NA,NA,NA,"BAC14","USGS","E coli, water, Colilert (24-28)",NA,"Standard Methods","U.S. National Park Service","","sample was diluted","","",NA,"",NA,"","NWIS","2010-09-01","USGS-AZ","USGS Arizona Water Science Center","SANTA CRUZ RIVER AT ANZA TRAIL CROSSING","Stream","",15050301,1185.1,"sq mi",NA,NA,31.57658333,-111.0475833,24000,0.1,"seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","NAD83",NA,"",NA,"","","","US",4,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"1318","USGS-313436111025101","USGS-AZ","USGS Arizona Water Science Center","nwisaz.01.01600728","Sample-Routine","Water","Surface Water","5/31/2016","13:00:00","MST",NA,NA,NA,NA,NA,"","",NA,"",NA,"","","","U.S. Geological Survey-Water Resources Discipline","","",NA,"Stable, normal stage","Routine sample",NA,NA,"50","USGS parameter code 82398","Point sample",NA,"Sampler, point, automatic","NWIS-106378637","","","Escherichia coli","",410,"MPN/100 ml",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",50468,NA,"",NA,NA,NA,NA,NA,NA,"BAC14","USGS","E coli, water, Colilert (24-28)",NA,"Standard Methods","USGS - Arizona Water Science Center","","","","",NA,"",NA,"","NWIS","2016-05-31","USGS-AZ","USGS Arizona Water Science Center","SANTA CRUZ RIVER AT ANZA TRAIL CROSSING","Stream","",15050301,1185.1,"sq mi",NA,NA,31.57658333,-111.0475833,24000,0.1,"seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","NAD83",NA,"",NA,"","","","US",4,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"1319","USGS-313436111025101","USGS-AZ","USGS Arizona Water Science Center","nwisaz.01.00900581","Sample-Routine","Water","Surface Water","8/25/2009","12:20:00","MST",NA,NA,NA,NA,NA,"","",NA,"",NA,"","","","U.S. National Park Service","","",NA,"Not applicable","Not applicable",NA,NA,"70","USGS parameter code 82398","Grab sample  (dip)",NA,"Grab sample","NWIS-103576545","Present Above Quantification Limit","","Escherichia coli","",NA,"",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",50468,NA,"",NA,NA,NA,NA,NA,NA,"BAC14","USGS","E coli, water, Colilert (24-28)",NA,"Standard Methods","U.S. National Park Service","","","","Upper Reporting Limit",2400,"MPN/100 ml",NA,"","NWIS","2009-08-25","USGS-AZ","USGS Arizona Water Science Center","SANTA CRUZ RIVER AT ANZA TRAIL CROSSING","Stream","",15050301,1185.1,"sq mi",NA,NA,31.57658333,-111.0475833,24000,0.1,"seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","NAD83",NA,"",NA,"","","","US",4,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"1320","USGS-313436111025101","USGS-AZ","USGS Arizona Water Science Center","nwisaz.01.01200563","Sample-Routine","Water","Surface Water","5/21/2012","10:45:00","MST",NA,NA,NA,NA,NA,"","",NA,"",NA,"","","","U.S. National Park Service","","",NA,"Not applicable","Not applicable",NA,NA,"70","USGS parameter code 82398","Grab sample  (dip)",NA,"Grab sample","NWIS-103579174","","","Escherichia coli","",220,"MPN/100 ml",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",50468,NA,"",NA,NA,NA,NA,NA,NA,"BAC14","USGS","E coli, water, Colilert (24-28)",NA,"Standard Methods","","","","","",NA,"",NA,"","NWIS","2012-05-21","USGS-AZ","USGS Arizona Water Science Center","SANTA CRUZ RIVER AT ANZA TRAIL CROSSING","Stream","",15050301,1185.1,"sq mi",NA,NA,31.57658333,-111.0475833,24000,0.1,"seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","NAD83",NA,"",NA,"","","","US",4,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"1321","USGS-313436111025101","USGS-AZ","USGS Arizona Water Science Center","nwisaz.01.00900589","Sample-Routine","Water","Surface Water","9/22/2009","11:02:00","MST",NA,NA,NA,NA,NA,"","",NA,"",NA,"","","","U.S. National Park Service","","",NA,"Not applicable","Not applicable",NA,NA,"70","USGS parameter code 82398","Grab sample  (dip)",NA,"Grab sample","NWIS-103576577","Present Above Quantification Limit","","Escherichia coli","",NA,"",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",50468,NA,"",NA,NA,NA,NA,NA,NA,"BAC14","USGS","E coli, water, Colilert (24-28)",NA,"Standard Methods","U.S. National Park Service","","","","Upper Reporting Limit",2400,"MPN/100 ml",NA,"","NWIS","2009-09-22","USGS-AZ","USGS Arizona Water Science Center","SANTA CRUZ RIVER AT ANZA TRAIL CROSSING","Stream","",15050301,1185.1,"sq mi",NA,NA,31.57658333,-111.0475833,24000,0.1,"seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","NAD83",NA,"",NA,"","","","US",4,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"1322","USGS-313436111025101","USGS-AZ","USGS Arizona Water Science Center","nwisaz.01.01100765","Quality Control Sample-Field Replicate","Water","Surface Water","8/23/2011","13:47:00","MST",NA,NA,NA,NA,NA,"","",NA,"",NA,"","","","U.S. National Park Service","","",NA,"Not applicable","Not applicable",NA,NA,"70","USGS parameter code 82398","Grab sample  (dip)",NA,"Grab sample","NWIS-103578369","","","Escherichia coli","",1400,"MPN/100 ml",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",50468,NA,"",NA,NA,NA,NA,NA,NA,"BAC14","USGS","E coli, water, Colilert (24-28)",NA,"Standard Methods","","","sample was diluted","","",NA,"",NA,"","NWIS","2011-08-23","USGS-AZ","USGS Arizona Water Science Center","SANTA CRUZ RIVER AT ANZA TRAIL CROSSING","Stream","",15050301,1185.1,"sq mi",NA,NA,31.57658333,-111.0475833,24000,0.1,"seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","NAD83",NA,"",NA,"","","","US",4,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"1323","USGS-313436111025101","USGS-AZ","USGS Arizona Water Science Center","nwisaz.01.01000524","Sample-Routine","Water","Surface Water","1/19/2010","9:28:00","MST",NA,NA,NA,NA,NA,"","",NA,"",NA,"","","","U.S. National Park Service","","",NA,"Not applicable","Not applicable",NA,NA,"70","USGS parameter code 82398","Grab sample  (dip)",NA,"Grab sample","NWIS-103576902","","","Escherichia coli","",20,"MPN/100 ml",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",50468,NA,"",NA,NA,NA,NA,NA,NA,"BAC14","USGS","E coli, water, Colilert (24-28)",NA,"Standard Methods","U.S. National Park Service","","","","",NA,"",NA,"","NWIS","2010-01-19","USGS-AZ","USGS Arizona Water Science Center","SANTA CRUZ RIVER AT ANZA TRAIL CROSSING","Stream","",15050301,1185.1,"sq mi",NA,NA,31.57658333,-111.0475833,24000,0.1,"seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","NAD83",NA,"",NA,"","","","US",4,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"1324","USGS-313436111025101","USGS-AZ","USGS Arizona Water Science Center","nwisaz.01.01600727","Sample-Routine","Water","Surface Water","5/31/2016","12:45:00","MST",NA,NA,NA,NA,NA,"","",NA,"",NA,"","","","U.S. Geological Survey-Water Resources Discipline","","",NA,"Stable, normal stage","Routine sample",NA,NA,"70","USGS parameter code 82398","Grab sample  (dip)",NA,"Grab sample","NWIS-106378628","","","Escherichia coli","",370,"MPN/100 ml",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",50468,NA,"",NA,NA,NA,NA,NA,NA,"BAC14","USGS","E coli, water, Colilert (24-28)",NA,"Standard Methods","USGS - Arizona Water Science Center","","","","",NA,"",NA,"","NWIS","2016-05-31","USGS-AZ","USGS Arizona Water Science Center","SANTA CRUZ RIVER AT ANZA TRAIL CROSSING","Stream","",15050301,1185.1,"sq mi",NA,NA,31.57658333,-111.0475833,24000,0.1,"seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","NAD83",NA,"",NA,"","","","US",4,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"1325","USGS-313436111025101","USGS-AZ","USGS Arizona Water Science Center","nwisaz.01.01000530","Sample-Routine","Water","Surface Water","2/2/2010","13:26:00","MST",NA,NA,NA,NA,NA,"","",NA,"",NA,"","","","U.S. National Park Service","","",NA,"Not applicable","Not applicable",NA,NA,"70","USGS parameter code 82398","Grab sample  (dip)",NA,"Grab sample","NWIS-103576926","","","Escherichia coli","",84,"MPN/100 ml",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",50468,NA,"",NA,NA,NA,NA,NA,NA,"BAC14","USGS","E coli, water, Colilert (24-28)",NA,"Standard Methods","U.S. National Park Service","","","","",NA,"",NA,"","NWIS","2010-02-02","USGS-AZ","USGS Arizona Water Science Center","SANTA CRUZ RIVER AT ANZA TRAIL CROSSING","Stream","",15050301,1185.1,"sq mi",NA,NA,31.57658333,-111.0475833,24000,0.1,"seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","NAD83",NA,"",NA,"","","","US",4,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"1326","USGS-313436111025101","USGS-AZ","USGS Arizona Water Science Center","nwisaz.01.01200551","Sample-Routine","Water","Surface Water","4/23/2012","10:55:00","MST",NA,NA,NA,NA,NA,"","",NA,"",NA,"","","","U.S. National Park Service","","",NA,"Not applicable","Not applicable",NA,NA,"70","USGS parameter code 82398","Grab sample  (dip)",NA,"Grab sample","NWIS-103579073","","","Escherichia coli","",150,"MPN/100 ml",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",50468,NA,"",NA,NA,NA,NA,NA,NA,"BAC14","USGS","E coli, water, Colilert (24-28)",NA,"Standard Methods","","","","","",NA,"",NA,"","NWIS","2012-04-23","USGS-AZ","USGS Arizona Water Science Center","SANTA CRUZ RIVER AT ANZA TRAIL CROSSING","Stream","",15050301,1185.1,"sq mi",NA,NA,31.57658333,-111.0475833,24000,0.1,"seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","NAD83",NA,"",NA,"","","","US",4,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"1327","USGS-313436111025101","USGS-AZ","USGS Arizona Water Science Center","nwisaz.01.01100694","Sample-Routine","Water","Surface Water","1/4/2011","10:52:00","MST",NA,NA,NA,NA,NA,"","",NA,"",NA,"","","","U.S. National Park Service","","",NA,"Not applicable","Not applicable",NA,NA,"70","USGS parameter code 82398","Grab sample  (dip)",NA,"Grab sample","NWIS-103577785","","","Escherichia coli","",490,"MPN/100 ml",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",50468,NA,"",NA,NA,NA,NA,NA,NA,"BAC14","USGS","E coli, water, Colilert (24-28)",NA,"Standard Methods","","","","","",NA,"",NA,"","NWIS","2011-01-04","USGS-AZ","USGS Arizona Water Science Center","SANTA CRUZ RIVER AT ANZA TRAIL CROSSING","Stream","",15050301,1185.1,"sq mi",NA,NA,31.57658333,-111.0475833,24000,0.1,"seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","NAD83",NA,"",NA,"","","","US",4,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"1328","USGS-313436111025101","USGS-AZ","USGS Arizona Water Science Center","nwisaz.01.01000545","Sample-Routine","Water","Surface Water","5/25/2010","10:53:00","MST",NA,NA,NA,NA,NA,"","",NA,"",NA,"","","","U.S. National Park Service","","",NA,"Not applicable","Not applicable",NA,NA,"70","USGS parameter code 82398","Grab sample  (dip)",NA,"Grab sample","NWIS-103576986","","","Escherichia coli","",71,"MPN/100 ml",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",50468,NA,"",NA,NA,NA,NA,NA,NA,"BAC14","USGS","E coli, water, Colilert (24-28)",NA,"Standard Methods","U.S. National Park Service","","","","",NA,"",NA,"","NWIS","2010-05-25","USGS-AZ","USGS Arizona Water Science Center","SANTA CRUZ RIVER AT ANZA TRAIL CROSSING","Stream","",15050301,1185.1,"sq mi",NA,NA,31.57658333,-111.0475833,24000,0.1,"seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","NAD83",NA,"",NA,"","","","US",4,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"1329","USGS-313436111025101","USGS-AZ","USGS Arizona Water Science Center","nwisaz.01.01200507","Sample-Routine","Water","Surface Water","12/20/2011","9:37:00","MST",NA,NA,NA,NA,NA,"","",NA,"",NA,"","","","U.S. National Park Service","","",NA,"Not applicable","Not applicable",NA,NA,"70","USGS parameter code 82398","Grab sample  (dip)",NA,"Grab sample","NWIS-103578721","","","Escherichia coli","",260,"MPN/100 ml",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",50468,NA,"",NA,NA,NA,NA,NA,NA,"BAC14","USGS","E coli, water, Colilert (24-28)",NA,"Standard Methods","","","","","",NA,"",NA,"","NWIS","2011-12-20","USGS-AZ","USGS Arizona Water Science Center","SANTA CRUZ RIVER AT ANZA TRAIL CROSSING","Stream","",15050301,1185.1,"sq mi",NA,NA,31.57658333,-111.0475833,24000,0.1,"seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","NAD83",NA,"",NA,"","","","US",4,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"1330","USGS-313436111025101","USGS-AZ","USGS Arizona Water Science Center","nwisaz.01.01200514","Sample-Routine","Water","Surface Water","12/29/2011","11:26:00","MST",NA,NA,NA,NA,NA,"","",NA,"",NA,"","","","U.S. National Park Service","","",NA,"Not applicable","Not applicable",NA,NA,"70","USGS parameter code 82398","Grab sample  (dip)",NA,"Grab sample","NWIS-103578799","","","Escherichia coli","",56,"MPN/100 ml",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",50468,NA,"",NA,NA,NA,NA,NA,NA,"BAC14","USGS","E coli, water, Colilert (24-28)",NA,"Standard Methods","","","","","",NA,"",NA,"","NWIS","2011-12-29","USGS-AZ","USGS Arizona Water Science Center","SANTA CRUZ RIVER AT ANZA TRAIL CROSSING","Stream","",15050301,1185.1,"sq mi",NA,NA,31.57658333,-111.0475833,24000,0.1,"seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","NAD83",NA,"",NA,"","","","US",4,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"1331","USGS-313436111025101","USGS-AZ","USGS Arizona Water Science Center","nwisaz.01.01600729","Sample-Routine","Water","Surface Water","5/31/2016","15:00:00","MST",NA,NA,NA,NA,NA,"","",NA,"",NA,"","","","U.S. Geological Survey-Water Resources Discipline","","",NA,"Stable, normal stage","Routine sample",NA,NA,"50","USGS parameter code 82398","Point sample",NA,"Sampler, point, automatic","NWIS-106378642","","","Escherichia coli","",280,"MPN/100 ml",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",50468,NA,"",NA,NA,NA,NA,NA,NA,"BAC14","USGS","E coli, water, Colilert (24-28)",NA,"Standard Methods","USGS - Arizona Water Science Center","","","","",NA,"",NA,"","NWIS","2016-05-31","USGS-AZ","USGS Arizona Water Science Center","SANTA CRUZ RIVER AT ANZA TRAIL CROSSING","Stream","",15050301,1185.1,"sq mi",NA,NA,31.57658333,-111.0475833,24000,0.1,"seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","NAD83",NA,"",NA,"","","","US",4,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
